Customer ID,Subscription Length (Months),Customer Satisfaction Score (1-10),Daily Watch Time (Hours),Engagement Rate (1-10),Device Used Most Often,Genre Preference,Region,Payment History (On-Time/Delayed),Subscription Plan,Churn Status (Yes/No),Support Queries Logged,Age,Monthly Income ($),Promotional Offers Used,Number of Profiles Created
276,42,7,2.85,9,Smart TV,Drama,North America,On-Time,Premium,Yes,5,57,8347,No,3
277,43,3,2.37,10,Smart TV,Sci-fi,South America,On-Time,Standard,Yes,8,69,5975,No,5
278,47,7,2.78,10,Smart TV,Sci-fi,South America,Delayed,Basic,No,1,63,8340,No,4
279,11,2,1.55,5,Laptop,Romance,Europe,Delayed,Basic,Yes,1,23,6132,No,3
280,5,1,3.76,9,Mobile,Drama,South America,Delayed,Standard,No,4,51,1472,Yes,1
281,58,9,2.85,10,Mobile,Comedy,Europe,Delayed,Premium,No,7,69,3753,No,1
282,26,2,3.14,7,Tablet,Drama,North America,On-Time,Standard,No,8,50,8734,Yes,2
283,8,9,1.43,10,Tablet,Comedy,Africa,On-Time,Premium,Yes,8,36,5988,Yes,2
284,49,2,3.47,4,Smart TV,Romance,Europe,On-Time,Basic,Yes,10,42,6567,Yes,3
285,39,8,3.8,8,Mobile,Romance,Africa,Delayed,Standard,Yes,9,42,4012,No,3
286,27,3,4.06,8,Laptop,Comedy,North America,On-Time,Basic,No,4,36,4277,Yes,3
287,30,9,5.89,3,Laptop,Romance,Oceania,Delayed,Premium,Yes,7,20,5369,Yes,3
288,5,1,5.87,2,Tablet,Romance,South America,On-Time,Basic,No,6,59,7107,No,3
289,44,1,0.1,8,Tablet,Drama,Europe,On-Time,Basic,No,0,56,4370,No,4
290,42,5,2.52,3,Laptop,Sci-fi,Asia,On-Time,Standard,No,2,26,7799,Yes,4
291,31,10,3.27,10,Mobile,Drama,Africa,Delayed,Premium,No,7,26,6122,No,2
292,60,3,3.22,7,Mobile,Drama,Oceania,Delayed,Premium,Yes,9,18,1521,Yes,4
293,6,3,4.82,1,Laptop,Drama,North America,Delayed,Premium,Yes,2,22,4223,No,3
294,57,10,1.98,7,Tablet,Romance,North America,On-Time,Basic,No,10,52,3291,Yes,1
295,37,10,2.1,6,Tablet,Sci-fi,Africa,Delayed,Premium,Yes,7,70,3222,Yes,1
296,20,3,5.37,2,Laptop,Romance,North America,Delayed,Standard,No,10,21,4557,No,5
297,46,9,4.22,9,Tablet,Romance,Asia,Delayed,Premium,No,9,65,6618,No,1
298,11,2,3.46,8,Smart TV,Sci-fi,Africa,Delayed,Premium,Yes,8,56,2027,Yes,4
299,13,8,2.11,8,Laptop,Sci-fi,Europe,On-Time,Standard,Yes,7,19,8155,Yes,3
300,13,6,2.96,8,Laptop,Comedy,Oceania,On-Time,Basic,Yes,3,27,7413,No,3
301,13,10,5.75,9,Laptop,Sci-fi,South America,On-Time,Basic,No,1,57,2102,Yes,1
302,18,7,3.81,1,Tablet,Romance,Europe,On-Time,Basic,No,7,39,5659,No,3
303,6,2,1.45,3,Mobile,Romance,South America,Delayed,Basic,Yes,0,34,5786,No,3
304,34,4,1.3,9,Mobile,Romance,Europe,Delayed,Premium,No,1,40,1328,No,3
305,2,9,2.36,9,Tablet,Comedy,North America,On-Time,Premium,Yes,8,21,1425,Yes,1
306,5,5,0.22,5,Mobile,Action,Africa,Delayed,Standard,Yes,8,26,3846,No,4
307,23,8,4.81,3,Tablet,Romance,North America,Delayed,Standard,Yes,5,50,8036,No,3
308,52,6,1.01,8,Tablet,Action,North America,Delayed,Premium,No,0,31,7404,Yes,5
309,23,2,1.24,5,Tablet,Romance,North America,On-Time,Premium,No,7,36,2652,No,1
310,50,10,5.38,4,Smart TV,Action,Oceania,On-Time,Standard,No,4,38,4433,Yes,3
311,18,2,2.73,5,Smart TV,Comedy,Europe,Delayed,Premium,Yes,1,46,5118,No,5
312,55,10,1.78,9,Laptop,Romance,Africa,Delayed,Standard,No,3,54,8223,Yes,2
313,1,10,4.78,9,Smart TV,Sci-fi,Oceania,Delayed,Basic,No,8,25,3154,No,1
314,55,9,4.83,5,Mobile,Sci-fi,North America,Delayed,Standard,Yes,3,44,3710,No,1
315,9,7,5.65,3,Mobile,Drama,Oceania,Delayed,Premium,No,9,66,6736,Yes,1
316,7,9,0.95,1,Smart TV,Romance,Africa,Delayed,Premium,Yes,10,43,6120,Yes,1
317,58,5,0.34,5,Tablet,Sci-fi,South America,Delayed,Basic,No,5,47,2933,No,3
318,40,4,0.21,4,Laptop,Action,Asia,On-Time,Basic,No,9,43,6269,No,3
319,5,7,0.35,6,Mobile,Sci-fi,Oceania,On-Time,Premium,Yes,8,60,8492,No,4
320,58,4,4.94,9,Laptop,Action,North America,On-Time,Standard,Yes,4,41,6266,No,3
321,2,1,1.26,8,Mobile,Sci-fi,South America,On-Time,Basic,No,7,64,6814,Yes,5
322,6,10,2.5,6,Smart TV,Romance,Africa,Delayed,Standard,Yes,3,24,5337,Yes,5
323,40,5,5.23,1,Mobile,Action,South America,On-Time,Premium,No,4,32,9565,No,2
324,51,9,4.4,9,Tablet,Romance,Africa,On-Time,Premium,Yes,2,63,9792,Yes,5
325,6,8,1.32,2,Tablet,Comedy,South America,Delayed,Premium,Yes,4,70,9661,Yes,1
326,19,4,4.45,9,Mobile,Sci-fi,North America,On-Time,Premium,Yes,3,67,1509,No,4
327,11,9,1.1,8,Tablet,Romance,Africa,Delayed,Basic,Yes,6,39,6050,Yes,2
328,3,5,5.53,7,Smart TV,Sci-fi,North America,On-Time,Premium,Yes,4,50,5460,No,1
329,4,3,1.26,5,Mobile,Action,North America,Delayed,Premium,Yes,8,24,4245,Yes,4
330,19,6,2.03,5,Laptop,Sci-fi,North America,On-Time,Standard,Yes,0,35,1435,Yes,5
331,9,5,3.97,8,Laptop,Romance,Oceania,Delayed,Standard,No,7,49,3465,Yes,4
332,13,8,5.29,2,Mobile,Drama,North America,Delayed,Basic,No,10,42,8548,Yes,3
333,3,7,3.34,8,Laptop,Romance,Oceania,Delayed,Premium,No,8,36,1664,Yes,5
334,24,3,0.5,8,Laptop,Romance,Africa,On-Time,Basic,Yes,9,69,6750,Yes,3
335,34,1,1.2,9,Smart TV,Comedy,South America,On-Time,Premium,Yes,1,50,7905,Yes,1
336,22,7,4.6,2,Smart TV,Sci-fi,Europe,On-Time,Standard,Yes,8,47,8881,No,4
337,18,10,3.28,10,Smart TV,Sci-fi,Europe,On-Time,Basic,No,5,35,4528,No,5
338,17,4,1.44,3,Smart TV,Comedy,South America,On-Time,Standard,Yes,10,27,6711,Yes,3
339,31,1,2.71,5,Tablet,Sci-fi,Asia,On-Time,Standard,No,5,37,2896,Yes,5
340,17,8,3.32,1,Mobile,Comedy,South America,Delayed,Standard,No,1,45,1280,No,2
341,45,2,4.35,4,Mobile,Action,Africa,Delayed,Standard,Yes,2,55,7788,Yes,2
342,33,1,0.9,1,Mobile,Drama,South America,Delayed,Premium,Yes,2,55,6485,Yes,4
343,24,9,2.68,5,Laptop,Romance,Europe,Delayed,Premium,No,2,32,4362,Yes,1
344,3,1,5.82,2,Laptop,Sci-fi,Africa,Delayed,Premium,Yes,10,57,1313,Yes,5
345,10,9,4.29,4,Tablet,Sci-fi,Asia,On-Time,Standard,No,0,53,1640,No,4
346,52,4,3.04,2,Tablet,Comedy,Africa,Delayed,Standard,No,6,21,1812,No,5
347,3,1,3.22,8,Smart TV,Comedy,Oceania,Delayed,Standard,No,5,58,9693,Yes,3
348,1,8,1.53,9,Laptop,Comedy,Europe,On-Time,Basic,No,4,48,5403,No,5
349,30,1,0.84,7,Smart TV,Action,Oceania,On-Time,Premium,No,10,60,6318,Yes,5
350,16,10,4.96,6,Tablet,Sci-fi,South America,On-Time,Basic,Yes,0,50,1659,No,1
351,51,7,2.61,4,Mobile,Drama,Africa,Delayed,Premium,Yes,9,69,7906,No,3
352,50,3,2.25,1,Laptop,Romance,Asia,On-Time,Standard,No,6,57,5233,No,4
353,37,10,3.97,3,Smart TV,Sci-fi,Oceania,Delayed,Basic,Yes,9,52,9170,Yes,3
354,5,8,0.86,2,Smart TV,Action,Africa,Delayed,Basic,No,1,18,8022,No,1
355,34,3,3.15,1,Smart TV,Drama,Oceania,Delayed,Standard,No,0,46,7403,Yes,4
356,35,5,2.35,10,Mobile,Comedy,North America,Delayed,Basic,No,8,31,7322,Yes,2
357,50,1,2.11,3,Tablet,Drama,Africa,Delayed,Basic,Yes,0,21,7045,No,4
358,47,3,2.56,9,Tablet,Comedy,Africa,On-Time,Premium,No,3,57,7223,Yes,2
359,34,3,4.8,8,Mobile,Sci-fi,Asia,On-Time,Basic,No,5,36,9829,Yes,2
360,35,10,4.14,5,Laptop,Drama,Africa,On-Time,Basic,No,2,39,5793,No,3
361,34,10,1.86,5,Mobile,Sci-fi,Africa,Delayed,Premium,Yes,7,62,7702,No,5
362,34,2,5.75,10,Tablet,Action,Asia,Delayed,Premium,Yes,6,61,6549,Yes,5
363,54,1,3.42,7,Tablet,Romance,Africa,Delayed,Premium,Yes,9,67,9036,Yes,2
364,41,4,4.19,1,Smart TV,Romance,Europe,Delayed,Standard,No,1,21,9189,Yes,2
365,60,8,0.45,3,Mobile,Action,Oceania,Delayed,Premium,Yes,4,34,5701,Yes,1
366,51,1,5.79,6,Laptop,Action,Asia,On-Time,Basic,No,2,61,4843,Yes,5
367,22,3,0.12,10,Mobile,Drama,Oceania,Delayed,Basic,No,4,26,8971,No,1
368,41,9,1.11,9,Laptop,Action,Africa,Delayed,Standard,No,2,66,3226,Yes,2
369,8,6,3.26,4,Smart TV,Romance,South America,Delayed,Basic,No,3,67,5668,No,2
370,34,6,0.1,3,Mobile,Action,North America,On-Time,Standard,No,5,36,5982,No,3
371,18,1,2.14,2,Mobile,Comedy,South America,On-Time,Standard,Yes,1,53,4898,Yes,2
372,41,4,4.8,10,Mobile,Drama,Europe,Delayed,Premium,Yes,0,48,9634,Yes,4
373,24,6,3.36,9,Tablet,Action,Asia,Delayed,Premium,No,4,38,4410,No,2
374,16,8,4.29,10,Mobile,Action,Asia,Delayed,Basic,No,6,35,1501,Yes,4
375,37,4,5.69,2,Laptop,Comedy,South America,Delayed,Premium,Yes,9,27,2000,Yes,2
376,10,6,2.02,7,Mobile,Action,Oceania,On-Time,Standard,Yes,7,38,1119,No,4
377,42,2,3.5,3,Smart TV,Romance,Europe,On-Time,Standard,Yes,3,27,7943,Yes,5
378,13,6,0.59,7,Tablet,Sci-fi,South America,Delayed,Standard,No,4,57,7014,Yes,2
379,36,8,5.49,2,Tablet,Sci-fi,Asia,On-Time,Standard,Yes,2,58,7337,No,2
380,37,5,3.89,8,Smart TV,Action,Asia,Delayed,Basic,Yes,9,25,1661,Yes,5
381,57,1,3.27,2,Smart TV,Comedy,Asia,Delayed,Basic,Yes,9,46,9436,No,2
382,30,3,1.74,8,Mobile,Action,Oceania,On-Time,Premium,Yes,4,24,6129,Yes,4
383,15,7,5.75,7,Mobile,Comedy,Europe,Delayed,Premium,No,7,63,4440,No,1
384,57,3,4.92,9,Laptop,Drama,North America,On-Time,Basic,Yes,10,37,3681,Yes,2
385,34,8,0.45,4,Mobile,Romance,Africa,On-Time,Standard,No,1,63,3559,No,4
386,52,2,5.8,2,Tablet,Romance,South America,Delayed,Standard,No,9,65,2893,Yes,1
387,33,8,5.68,3,Smart TV,Drama,Asia,Delayed,Standard,Yes,10,25,9366,No,3
388,15,8,1.07,5,Smart TV,Action,Oceania,On-Time,Premium,No,0,70,2218,Yes,5
389,52,5,5.48,2,Smart TV,Romance,Asia,On-Time,Basic,Yes,2,34,8927,No,5
390,36,9,3.67,8,Tablet,Comedy,South America,Delayed,Premium,Yes,5,26,1213,No,2
391,50,8,2.73,10,Tablet,Comedy,South America,On-Time,Premium,No,0,54,8808,No,2
392,34,9,3.87,2,Laptop,Sci-fi,Oceania,On-Time,Basic,No,4,65,8180,Yes,3
393,39,3,5.1,7,Smart TV,Action,Oceania,Delayed,Basic,Yes,3,49,2196,No,4
394,4,7,1.12,10,Tablet,Drama,Oceania,On-Time,Premium,No,1,46,7018,Yes,2
395,32,4,5.3,5,Tablet,Comedy,Africa,Delayed,Standard,No,4,59,4833,Yes,5
396,55,10,5.33,6,Smart TV,Action,Oceania,Delayed,Standard,No,1,70,9380,Yes,3
397,49,4,4.8,8,Tablet,Romance,North America,Delayed,Premium,Yes,8,70,7547,No,2
398,21,2,5.17,1,Mobile,Drama,Asia,On-Time,Basic,No,8,61,5040,No,5
399,43,7,1.15,7,Tablet,Action,Europe,On-Time,Standard,Yes,3,66,2589,Yes,2
400,26,5,0.44,8,Smart TV,Drama,Africa,Delayed,Premium,Yes,10,30,8173,No,5
401,3,1,2.38,6,Tablet,Comedy,North America,On-Time,Premium,Yes,3,43,2325,Yes,5
402,3,7,3.3,5,Tablet,Action,Africa,On-Time,Basic,Yes,7,48,2069,Yes,2
403,30,1,2.46,1,Laptop,Romance,Africa,On-Time,Standard,Yes,2,50,7369,Yes,1
404,5,6,3.84,4,Smart TV,Romance,Europe,Delayed,Premium,Yes,2,28,1895,No,1
405,22,5,2.6,9,Smart TV,Sci-fi,Oceania,On-Time,Standard,No,10,21,7481,Yes,5
406,33,10,1.13,4,Tablet,Drama,Europe,Delayed,Premium,No,4,29,6951,Yes,1
407,54,2,5.66,9,Tablet,Sci-fi,North America,Delayed,Basic,Yes,9,23,3685,Yes,4
408,7,9,5.44,3,Tablet,Drama,Europe,On-Time,Basic,No,3,20,7804,Yes,4
409,7,3,0.71,9,Tablet,Comedy,South America,On-Time,Standard,Yes,8,31,6299,No,5
410,60,3,3.93,1,Mobile,Action,Africa,On-Time,Standard,Yes,3,49,6505,Yes,2
411,8,2,1.05,2,Laptop,Comedy,Oceania,On-Time,Basic,Yes,5,28,6031,Yes,2
412,55,7,1.7,7,Smart TV,Drama,Oceania,Delayed,Basic,Yes,2,43,6966,Yes,1
413,17,3,3.03,5,Smart TV,Drama,Africa,Delayed,Standard,Yes,10,35,5118,Yes,1
414,41,8,2.38,6,Laptop,Comedy,North America,Delayed,Premium,Yes,2,39,3937,No,2
415,51,1,4.94,10,Smart TV,Sci-fi,Africa,Delayed,Basic,Yes,0,39,6872,No,4
416,56,10,4.6,4,Smart TV,Comedy,Oceania,On-Time,Basic,No,1,60,6735,No,3
417,6,2,1.13,9,Laptop,Sci-fi,Oceania,On-Time,Premium,Yes,8,40,1338,Yes,1
418,6,7,2.21,4,Laptop,Comedy,Asia,On-Time,Standard,Yes,9,46,6319,No,1
419,59,2,5.92,5,Mobile,Romance,South America,Delayed,Basic,No,9,51,9215,No,5
420,25,6,4.93,3,Smart TV,Action,Oceania,Delayed,Premium,Yes,8,51,7249,No,4
421,34,7,5.54,2,Tablet,Drama,Europe,Delayed,Basic,Yes,8,53,4031,Yes,1
422,16,10,4.56,8,Smart TV,Action,Africa,On-Time,Standard,Yes,0,23,8720,No,5
423,56,8,5.66,4,Mobile,Action,Oceania,On-Time,Standard,Yes,7,60,3848,Yes,1
424,36,3,4.05,4,Mobile,Romance,Africa,On-Time,Standard,Yes,0,66,1909,Yes,5
425,9,3,0.07,5,Smart TV,Sci-fi,North America,On-Time,Standard,No,2,56,4575,Yes,2
426,18,6,2.57,2,Tablet,Romance,South America,On-Time,Standard,No,8,64,3317,Yes,3
427,30,6,2.9,8,Laptop,Sci-fi,Europe,Delayed,Basic,Yes,6,66,3536,Yes,5
428,58,7,2.87,8,Tablet,Sci-fi,Asia,Delayed,Basic,Yes,7,62,2512,Yes,4
429,5,8,1.52,10,Smart TV,Comedy,Africa,On-Time,Standard,Yes,9,31,1078,Yes,5
430,25,7,5.82,10,Smart TV,Drama,North America,Delayed,Basic,No,0,30,9210,Yes,2
431,3,4,5.77,2,Smart TV,Comedy,South America,Delayed,Premium,Yes,0,34,4833,No,2
432,55,6,2.55,6,Mobile,Action,Asia,Delayed,Standard,Yes,8,26,7861,Yes,5
433,30,4,2.54,2,Laptop,Action,Asia,On-Time,Basic,Yes,10,50,2597,Yes,2
434,43,2,0.82,10,Mobile,Comedy,Oceania,Delayed,Standard,No,8,27,9913,No,3
435,9,1,4.38,3,Smart TV,Romance,Europe,Delayed,Standard,No,7,31,8653,No,2
436,45,3,2.78,1,Smart TV,Romance,North America,Delayed,Basic,No,8,21,8426,No,4
437,31,10,5.92,7,Laptop,Romance,Africa,On-Time,Standard,Yes,1,39,3170,No,5
438,13,6,2.07,6,Tablet,Action,South America,On-Time,Standard,Yes,9,56,1241,Yes,5
439,39,6,0.54,4,Tablet,Romance,Europe,Delayed,Standard,No,7,31,6183,No,1
440,40,9,4.32,6,Laptop,Sci-fi,Europe,On-Time,Premium,No,10,51,7883,No,5
441,12,5,1.48,7,Tablet,Sci-fi,Europe,On-Time,Premium,No,5,55,1733,Yes,2
442,54,1,5.01,1,Tablet,Sci-fi,North America,On-Time,Premium,Yes,2,66,4848,Yes,5
443,7,7,2.95,7,Mobile,Action,Africa,On-Time,Basic,No,4,38,3550,No,3
444,18,6,1.08,9,Laptop,Sci-fi,North America,On-Time,Premium,Yes,0,41,8142,No,4
445,28,10,2.47,5,Laptop,Drama,Asia,On-Time,Basic,No,6,68,2166,Yes,5
446,28,3,4.57,2,Laptop,Romance,Europe,On-Time,Premium,No,2,59,6920,Yes,5
447,24,7,3.47,3,Tablet,Drama,Asia,Delayed,Standard,Yes,3,56,5244,No,3
448,17,3,0.19,1,Tablet,Sci-fi,South America,On-Time,Premium,No,8,53,7009,No,1
449,45,7,0.18,1,Laptop,Drama,South America,On-Time,Premium,No,3,20,7783,Yes,1
450,11,10,1.94,8,Tablet,Drama,Europe,Delayed,Basic,No,9,69,7360,Yes,4
451,11,2,2.89,4,Laptop,Comedy,Oceania,On-Time,Premium,Yes,7,56,6652,No,3
452,34,2,3.45,7,Laptop,Action,South America,On-Time,Standard,Yes,10,50,3039,Yes,2
453,45,3,2.21,1,Smart TV,Drama,Oceania,On-Time,Basic,Yes,9,36,4554,Yes,5
454,24,8,1.79,3,Tablet,Drama,North America,On-Time,Basic,Yes,10,24,7879,No,3
455,35,10,2.21,5,Smart TV,Sci-fi,South America,Delayed,Premium,No,10,50,8966,Yes,2
456,45,5,4.04,8,Laptop,Sci-fi,Asia,Delayed,Standard,Yes,1,38,4565,No,1
457,48,9,3.33,2,Laptop,Comedy,Asia,On-Time,Standard,Yes,1,42,1826,No,4
458,42,10,0.67,2,Tablet,Romance,South America,On-Time,Premium,No,7,60,6160,Yes,5
459,22,4,2.03,8,Smart TV,Action,Europe,On-Time,Standard,No,8,67,8534,No,3
460,45,2,0.73,9,Laptop,Sci-fi,Europe,On-Time,Standard,Yes,7,52,2750,Yes,1
461,56,5,1.23,4,Smart TV,Romance,Europe,On-Time,Basic,Yes,3,67,1345,Yes,2
462,21,8,1.36,2,Mobile,Drama,Asia,Delayed,Basic,No,5,69,4079,No,2
463,8,1,1.43,10,Laptop,Romance,North America,Delayed,Standard,No,9,69,1230,No,3
464,47,7,5.07,4,Smart TV,Comedy,Europe,On-Time,Basic,Yes,8,40,9036,No,5
465,58,4,5.06,3,Laptop,Action,Oceania,Delayed,Standard,Yes,3,54,3095,No,4
466,37,3,0.18,1,Tablet,Comedy,Asia,Delayed,Basic,Yes,4,32,7871,No,5
467,17,9,3.68,5,Laptop,Drama,Africa,Delayed,Standard,No,9,23,7919,Yes,5
468,38,6,2.91,8,Mobile,Romance,Oceania,Delayed,Basic,Yes,3,50,6197,Yes,1
469,16,10,2.58,9,Smart TV,Comedy,North America,Delayed,Basic,No,8,21,9281,No,5
470,39,7,4.19,7,Smart TV,Drama,Africa,Delayed,Basic,Yes,1,36,4094,No,2
471,6,7,1.19,4,Mobile,Comedy,North America,Delayed,Premium,Yes,9,26,7841,No,1
472,42,7,5.31,7,Tablet,Comedy,Asia,Delayed,Basic,No,2,52,8856,Yes,4
473,14,2,2.83,2,Mobile,Romance,Asia,On-Time,Standard,Yes,7,42,9986,No,4
474,45,9,1.15,7,Tablet,Romance,Oceania,Delayed,Premium,Yes,3,51,6219,Yes,1
475,14,5,3.71,10,Laptop,Drama,North America,On-Time,Basic,No,4,34,8417,No,2
476,60,3,2.71,8,Smart TV,Action,South America,Delayed,Premium,No,3,48,2268,No,3
477,24,3,4.53,10,Mobile,Action,Europe,On-Time,Standard,No,3,26,3514,Yes,3
478,24,4,0.67,1,Laptop,Action,Oceania,Delayed,Basic,No,8,66,6286,Yes,3
479,18,7,0.47,9,Laptop,Drama,South America,On-Time,Standard,No,2,67,3309,Yes,4
480,16,1,5.13,5,Laptop,Sci-fi,Africa,Delayed,Basic,No,2,29,5272,No,3
481,35,5,2.97,8,Tablet,Sci-fi,Europe,On-Time,Premium,No,2,43,6954,No,1
482,21,4,2.46,4,Laptop,Sci-fi,Asia,Delayed,Basic,No,4,35,3215,No,3
483,47,9,1.46,2,Smart TV,Sci-fi,Europe,Delayed,Premium,No,6,51,5293,No,3
484,40,5,5.3,6,Laptop,Comedy,North America,On-Time,Standard,Yes,2,57,7244,Yes,1
485,19,1,0.69,9,Tablet,Romance,Africa,On-Time,Basic,Yes,0,27,8410,Yes,2
486,19,9,4.96,3,Tablet,Comedy,Europe,On-Time,Standard,Yes,7,66,7123,Yes,1
487,46,1,5,4,Tablet,Drama,Europe,On-Time,Premium,No,8,47,8118,No,1
488,24,5,3.84,4,Tablet,Drama,Europe,Delayed,Standard,Yes,7,62,4577,No,2
489,25,8,1.19,1,Smart TV,Romance,Oceania,On-Time,Standard,Yes,1,42,9439,Yes,1
490,18,4,4.84,7,Laptop,Sci-fi,North America,On-Time,Standard,Yes,0,49,9753,No,4
491,5,8,2.2,7,Laptop,Action,North America,On-Time,Premium,No,0,64,6633,No,2
492,26,2,4.34,3,Smart TV,Drama,South America,Delayed,Basic,No,3,19,7599,Yes,1
493,25,7,4.83,1,Smart TV,Drama,South America,Delayed,Standard,No,9,50,5555,Yes,2
494,32,8,5.4,10,Smart TV,Romance,Asia,Delayed,Premium,Yes,0,61,7676,Yes,4
495,55,3,5.24,9,Tablet,Sci-fi,South America,On-Time,Premium,No,5,47,7267,Yes,4
496,42,8,0.29,10,Mobile,Action,Europe,Delayed,Standard,No,7,53,3370,No,2
497,5,1,4.5,5,Tablet,Comedy,Africa,On-Time,Standard,No,0,21,6453,Yes,2
498,6,4,3.2,1,Laptop,Comedy,South America,On-Time,Standard,Yes,10,69,6709,Yes,2
499,38,1,0.67,10,Smart TV,Drama,Europe,On-Time,Basic,No,3,62,6127,Yes,5
500,5,5,5.19,1,Laptop,Drama,Asia,Delayed,Standard,Yes,9,59,1995,No,5
501,54,10,4.01,1,Mobile,Drama,Europe,On-Time,Standard,No,3,60,8816,Yes,4
502,18,3,1.53,5,Mobile,Sci-fi,Europe,On-Time,Standard,Yes,0,26,3545,Yes,4
503,23,6,1.21,1,Mobile,Sci-fi,North America,On-Time,Standard,Yes,9,21,9283,No,5
504,23,5,2.63,1,Laptop,Sci-fi,North America,On-Time,Premium,Yes,1,22,5277,No,5
505,35,8,2.43,1,Tablet,Romance,North America,On-Time,Basic,No,5,24,2874,Yes,3
506,50,8,5.77,7,Laptop,Comedy,Europe,On-Time,Basic,Yes,7,50,1386,No,4
507,3,2,3.43,2,Mobile,Comedy,Africa,On-Time,Standard,Yes,1,63,8640,No,1
508,25,1,5.01,2,Tablet,Action,Oceania,Delayed,Premium,No,6,41,3833,Yes,1
509,36,9,1.08,6,Smart TV,Sci-fi,North America,Delayed,Basic,No,5,30,3253,Yes,2
510,14,2,0.34,5,Smart TV,Action,South America,Delayed,Standard,No,7,49,4168,Yes,2
511,20,8,4.71,4,Smart TV,Sci-fi,South America,Delayed,Standard,Yes,10,26,3892,No,4
512,18,4,4.68,7,Tablet,Comedy,Europe,Delayed,Basic,Yes,7,39,3431,No,1
513,18,9,1.55,7,Mobile,Comedy,North America,On-Time,Basic,No,4,43,2087,Yes,3
514,42,10,4.02,7,Mobile,Drama,Asia,On-Time,Standard,No,9,44,8914,No,2
515,21,10,4.24,8,Smart TV,Action,Europe,On-Time,Premium,Yes,6,66,1205,No,3
516,1,6,1.51,3,Laptop,Comedy,Europe,On-Time,Premium,No,2,18,5153,No,3
517,33,6,4.32,7,Tablet,Drama,Africa,On-Time,Standard,No,0,61,9609,Yes,5
518,23,10,0.58,3,Mobile,Sci-fi,Asia,On-Time,Basic,Yes,9,64,6547,No,4
519,48,5,5.24,7,Tablet,Romance,Oceania,On-Time,Premium,Yes,5,39,4350,No,4
520,52,1,0.98,2,Mobile,Comedy,Europe,Delayed,Standard,No,0,57,7072,No,5
521,25,2,0.44,7,Tablet,Drama,Europe,On-Time,Standard,No,6,43,3372,No,5
522,60,5,3.56,9,Laptop,Comedy,South America,On-Time,Standard,No,10,59,7113,Yes,3
523,57,3,1.41,6,Laptop,Drama,Oceania,On-Time,Basic,No,7,51,3973,Yes,4
524,27,2,5.88,8,Laptop,Action,Africa,Delayed,Basic,No,6,70,1683,No,2
525,22,3,0.97,7,Smart TV,Romance,Asia,On-Time,Basic,Yes,4,29,3305,No,5
526,13,8,0.3,2,Mobile,Romance,Asia,Delayed,Premium,Yes,6,61,6159,Yes,4
527,20,9,2.87,9,Mobile,Drama,Asia,On-Time,Standard,Yes,5,51,1583,Yes,1
528,47,3,4.86,6,Mobile,Drama,Asia,Delayed,Premium,Yes,2,25,8671,No,1
529,2,6,4.37,4,Tablet,Comedy,Asia,On-Time,Standard,Yes,9,51,3954,Yes,5
530,52,5,4.4,8,Tablet,Comedy,Asia,On-Time,Standard,No,9,33,1651,No,4
531,31,3,5.84,3,Tablet,Romance,South America,Delayed,Standard,No,0,63,8918,Yes,1
532,6,7,4.17,8,Tablet,Romance,Europe,Delayed,Standard,Yes,5,20,6336,No,4
533,13,5,4.26,10,Laptop,Romance,Africa,On-Time,Basic,Yes,8,66,1816,No,3
534,9,7,0.33,5,Mobile,Comedy,South America,Delayed,Basic,Yes,3,22,2594,No,1
535,19,7,5.27,6,Smart TV,Action,Oceania,Delayed,Standard,Yes,4,33,9475,No,2
536,12,7,2.94,10,Mobile,Sci-fi,Europe,On-Time,Premium,No,8,42,8788,Yes,1
537,27,4,1.52,5,Smart TV,Sci-fi,Oceania,Delayed,Standard,Yes,5,61,8922,No,3
538,50,1,0.98,4,Mobile,Sci-fi,Europe,Delayed,Standard,No,8,52,4190,No,5
539,31,7,5.64,8,Smart TV,Comedy,South America,Delayed,Premium,No,4,30,6445,No,3
540,16,4,2.4,7,Mobile,Sci-fi,Asia,Delayed,Premium,No,8,37,4515,No,5
541,12,7,0.75,9,Smart TV,Romance,North America,On-Time,Premium,Yes,1,42,9430,Yes,4
542,12,1,3.16,2,Mobile,Sci-fi,Africa,On-Time,Standard,Yes,4,23,8974,Yes,5
543,27,6,1.99,8,Laptop,Romance,Oceania,On-Time,Premium,No,10,20,1427,No,5
544,56,3,0.54,1,Mobile,Sci-fi,South America,On-Time,Basic,Yes,10,39,3249,Yes,5
545,30,3,5.19,2,Smart TV,Drama,Oceania,Delayed,Standard,Yes,0,19,8988,Yes,5
546,54,6,1.94,1,Smart TV,Action,South America,On-Time,Standard,No,9,27,9601,Yes,5
547,44,5,2.94,8,Mobile,Comedy,Europe,On-Time,Premium,No,9,70,3019,No,5
548,46,4,3.56,10,Laptop,Sci-fi,South America,Delayed,Premium,No,5,48,6134,Yes,5
549,25,3,5.16,1,Tablet,Sci-fi,Oceania,Delayed,Premium,No,8,57,5970,Yes,2
550,55,2,1.89,6,Mobile,Comedy,Africa,Delayed,Standard,No,3,53,5825,Yes,3
551,4,5,3.12,8,Smart TV,Action,Asia,On-Time,Premium,Yes,9,50,9631,No,4
552,31,7,5.54,5,Tablet,Drama,Asia,Delayed,Basic,No,1,69,7785,No,1
